timestamp,alloc_mb,sys_mb,heap_inuse_mb,heap_idle_mb,num_gc,goroutines
2026-03-22T01:58:30+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:58:32+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:58:34+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:58:36+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:58:38+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:58:40+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:58:42+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:58:44+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:58:46+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:58:48+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:58:50+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:58:52+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:58:54+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:58:56+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:58:58+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:59:00+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:59:02+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:59:04+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:59:06+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:59:08+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:59:10+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:59:12+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:59:14+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:59:16+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:59:18+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:59:20+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:59:22+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:59:24+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:59:26+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:59:28+05:30,0.93,12.77,1.86,5.64,0,9
2026-03-22T01:59:30+05:30,0.93,12.77,1.86,5.64,0,8
2026-03-22T01:59:32+05:30,0.93,12.77,1.86,5.64,0,8
2026-03-22T01:59:34+05:30,0.93,12.77,1.86,5.64,0,8
2026-03-22T01:59:36+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T01:59:38+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T01:59:40+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T01:59:42+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T01:59:44+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T01:59:46+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T01:59:48+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T01:59:50+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T01:59:52+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T01:59:54+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T01:59:56+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T01:59:58+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T02:00:00+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T02:00:02+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T02:00:04+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T02:00:06+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T02:00:08+05:30,0.94,12.77,1.86,5.64,0,8
