timestamp,alloc_mb,sys_mb,heap_inuse_mb,heap_idle_mb,num_gc,goroutines
2026-03-22T01:45:48+05:30,1.70,12.02,2.73,4.84,0,8
2026-03-22T01:45:50+05:30,1.71,12.02,2.73,4.84,0,8
2026-03-22T01:45:52+05:30,1.71,12.02,2.73,4.84,0,8
2026-03-22T01:45:54+05:30,1.71,12.02,2.73,4.84,0,8
2026-03-22T01:45:56+05:30,1.71,12.02,2.73,4.84,0,8
2026-03-22T01:45:58+05:30,1.71,12.02,2.73,4.84,0,8
2026-03-22T01:46:00+05:30,1.71,12.02,2.73,4.84,0,8
2026-03-22T01:46:02+05:30,1.71,12.02,2.73,4.84,0,8
2026-03-22T01:46:04+05:30,1.71,12.02,2.73,4.84,0,8
